ID,Name,Start Time,Location,Host URL,Time Updated
985,Catholic Mass - Holy Thursday,4/13/2017 21:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-bda579e4-00002f88demobedework%40mysite.edu,2016-12-14 10:05:33.769500
987,Registration Ends for Fall 2017 Summer 2017 Registration Continues,4/14/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eecef101-00000e61demobedework%40mysite.edu,2016-12-14 10:05:33.769509
988,Cardiovascular Research Seminar,4/14/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-560f8067-000040d8demobedework%40mysite.edu_20170414T160000Z,2016-12-14 10:05:33.769517
989,Decoding the functional contributions of lateral parietal cortex to episodic remembering,4/14/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-562ce2be-0156-2d08ba19-0000096cdemobedework%40mysite.edu,2016-12-14 10:05:33.769522
990,TBA,4/14/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-33e78dd1-00007e10demobedework%40mysite.edu_20170414T160000Z,2016-12-14 10:05:33.769528
991,Jummah,4/14/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170414T164500Z,2016-12-14 10:05:33.769533
992,Freestyle Friday: ReMix,4/14/2017 1:00,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-050e582c-00006e8edemobedework%40mysite.edu_20170414T170000Z,2016-12-14 10:05:33.769538
993,Undergraduate Drop-in Advising,4/14/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dfd830-000024e3demobedework%40mysite.edu_20170414T173000Z,2016-12-14 10:05:33.769544
994,Drop-In Advising for Graduate Students,4/14/2017 14:00,North Building 401 EIS office space,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f9026727-00000331demobedework%40mysite.edu_20170414T180000Z,2016-12-14 10:05:33.769549
995,Catholic Mass - Good Friday Service,4/14/2017 17:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-bda30a5c-00002e35demobedework%40mysite.edu,2016-12-14 10:05:33.769555
996,DakhaBrakha Dovzhenko's 'Earth': Film + Live Score,4/14/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-740cf7d5-00002633demobedework%40mysite.edu,2016-12-14 10:05:33.769560
997,DropAdd Begins for Fall 2017,4/15/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eed0259f-00000f0cdemobedework%40mysite.edu,2016-12-14 10:05:33.769565
998,Nasher Creates: Sketching in the Galleries,4/15/2017 10:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-3f8422f3-00002b38demobedework%40mysite.edu,2016-12-14 10:05:33.769570
999,St. John Passion,4/15/2017 15:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-56bc635d-0000782ademobedework%40mysite.edu,2016-12-14 10:05:33.769576
1001,Catholic Mass - Easter Vigil,4/15/2017 20:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-bda6c0c6-00003031demobedework%40mysite.edu,2016-12-14 10:05:33.769584
1002, Wee Praise (Westbrook Building),4/16/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170416T134500Z,2016-12-14 10:05:33.769589
1003, Godly Play (Langford Building),4/16/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170416T134500Z,2016-12-14 10:05:33.769594
1004, Youth Sunday School (Westbrook Building),4/16/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170416T134500Z,2016-12-14 10:05:33.769599
1005, Adult Forum (Westbrook Building),4/16/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170416T134500Z,2016-12-14 10:05:33.769604
1006, Catholic Mass - Easter Sunday (Duke Gardens),4/16/2017 11:00,Sarah P. Duke Gardens,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170416T150000Z,2016-12-14 10:05:33.769610
1007,University Worship,4/16/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170416T150000Z,2016-12-14 10:05:33.769615
1008,Choral Evensong,4/16/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170416T200000Z,2016-12-14 10:05:33.769624
1009,Youth Fellowship,4/16/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-c334f3a4-000058e4demobedework%40mysite.edu_20170416T210000Z,2016-12-14 10:05:33.769629
1010,Catholic Mass - Easter Duke Chapel,4/16/2017 21:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dd94d9f5-000004bfdemobedework%40mysite.edu_20170417T010000Z,2016-12-14 10:05:33.769634
1011,Catholic Daily Mass - Monday,4/17/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42427831-00007541demobedework%40mysite.edu_20170417T160000Z,2016-12-14 10:05:33.769639
1012,LEADER - LEAdership DEvelopment for Researchers,4/18/2017 00:01,Hamner Conference Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d3930139-0000310cdemobedework%40mysite.edu_20170418T040000Z,2016-12-14 10:05:33.769645
1013,Immunology Seminar Series,4/18/2017 11:30,Jones 143,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57e1de10-0157-fc361b33-0000669cdemobedework%40mysite.edu,2016-12-14 10:05:33.769650
1014,Neurobiology Invited Seminar,4/18/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56c798e9-0156-d6798a7f-000033a2demobedework%40mysite.edu,2016-12-14 10:05:33.769656
1015,Undergraduate Drop-in Advising,4/18/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3d9c87f-00002113demobedework%40mysite.edu_20170418T173000Z,2016-12-14 10:05:33.769661
1016,Drop-In Advising for Graduate Students,4/18/2017 14:00,The Graduate School Conference Room 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f915de64-000008dedemobedework%40mysite.edu_20170418T180000Z,2016-12-14 10:05:33.769666
1017,microRNA drivers of intestinal stem cell dysfunction in diet-induced obesity,4/18/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5743f5a9-0157-4e406bd5-000066b6demobedework%40mysite.edu,2016-12-14 10:05:33.769672
1018,Catholic Daily Mass - Tuesday Evenings,4/18/2017 17:45,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4244a4ea-00007764demobedework%40mysite.edu_20170418T214500Z,2016-12-14 10:05:33.769678
1019,Tuesday Night Dinner,4/18/2017 18:30,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4239ceef-00006d6ddemobedework%40mysite.edu_20170418T223000Z,2016-12-14 10:05:33.769683
1020,Graduate Classes End,4/19/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eed1858f-00001014demobedework%40mysite.edu,2016-12-14 10:05:33.769688
1021,LEADER - LEAdership DEvelopment for Researchers,4/19/2017 00:01,Hamner Conference Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d3930139-0000310cdemobedework%40mysite.edu_20170419T040000Z,2016-12-14 10:05:33.769693
1022,Duke Toastmasters Meeting,4/19/2017 7:00,Duke Credit Union 2200 W. Main Street,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57832023-0157-8a6e43ab-0000637ddemobedework%40mysite.edu_20170419T110000Z,2016-12-14 10:05:33.769699
1023,Finance Seminar Series | Josh Lerner Harvard University,4/19/2017 10:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-1faa9c1f-0000624edemobedework%40mysite.edu_20170419T143000Z,2016-12-14 10:05:33.769705
1025,Midweek Prayer,4/19/2017 11:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-b2677305-00004ac4demobedework%40mysite.edu_20170419T153000Z,2016-12-14 10:05:33.769716
1026,Catholic Daily Mass - Wednesday,4/19/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42459dca-0000784fdemobedework%40mysite.edu_20170419T160000Z,2016-12-14 10:05:33.769722
1027, POLITICAL INSTITUTIONS WORKSHOP: Cliff Carrubba (Emory University),4/19/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-00ae7c27-00002056demobedework%40mysite.edu,2016-12-14 10:05:33.769727
1028,PRATTically Speaking Toastmasters Club Meeting,4/19/2017 12:00,Hudson Hall 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-30d65c14-0000534edemobedework%40mysite.edu_20170419T160000Z,2016-12-14 10:05:33.769736
1029,OIT Training Learn IT @ Lunch - Take Part in Duke Sustainability Efforts - Best Practices to using technology in your work environment & more...,4/19/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b0cb1e-0158-b1f64700-00002aeedemobedework%40mysite.edu,2016-12-14 10:05:33.769741
1030,Undergraduate Drop-in Advising,4/19/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dbd172-000021f6demobedework%40mysite.edu_20170419T173000Z,2016-12-14 10:05:33.769748
1031,Catholic Eucharistic Adoration - Goodson Chapel,4/19/2017 20:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170420T000000Z,2016-12-14 10:05:33.769753
1032,Catholic Reconciliation Service - Goodson Chapel,4/19/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170420T010000Z,2016-12-14 10:05:33.769759
1033,Jazz@TheMaryLou,4/19/2017 00:01,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-0514ba8e-000072c4demobedework%40mysite.edu_20170420T013000Z,2016-12-14 10:05:33.769765
1034,Graduate Reading Period,4/20/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eed2dcc4-00001114demobedework%40mysite.edu,2016-12-14 10:05:33.769771
1035,LEADER - LEAdership DEvelopment for Researchers,4/20/2017 00:01,Hamner Conference Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d3930139-0000310cdemobedework%40mysite.edu_20170420T040000Z,2016-12-14 10:05:33.769776
1036,Catholic Daily Mass - Thursday YOH Football Center,4/20/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170420T153000Z,2016-12-14 10:05:33.769781
1037, SECURITY PEACE & CONFLICT WORKSHOP:  Keren Yarhi-Milo (Princeton University),4/20/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-00cf0ae1-0000243bdemobedework%40mysite.edu,2016-12-14 10:05:33.769787
1038,Teaching Conversations: Cyberincivility: What Does That Mean to You?,4/20/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5753b7c6-0157-66ffff97-00001b68demobedework%40mysite.edu,2016-12-14 10:05:33.769792
1039,Thursday Seminar Series,4/20/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7edadf1c-00000f8fdemobedework%40mysite.edu,2016-12-14 10:05:33.769798
1040,Annual Semans Lecture: Sandra Jackson-Dumont,4/20/2017 19:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-3f8577b2-00002bdddemobedework%40mysite.edu,2016-12-14 10:05:33.769802
1041,Philip J. Cook: A Life of Scholarship on Bad Behavior,4/21/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-562ce2be-0156-3737a8e1-00007ebedemobedework%40mysite.edu,2016-12-14 10:05:33.769808
1042,Simon Davis Duke University,4/21/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-562ce2be-0156-2d0ac437-000009c1demobedework%40mysite.edu,2016-12-14 10:05:33.769813
1043,TBA,4/21/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-33e78dd1-00007e10demobedework%40mysite.edu_20170421T160000Z,2016-12-14 10:05:33.769818
1044,Jummah,4/21/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170421T164500Z,2016-12-14 10:05:33.769823
1045,Freestyle Friday: ReMix,4/21/2017 1:00,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-050e582c-00006e8edemobedework%40mysite.edu_20170421T170000Z,2016-12-14 10:05:33.769828
1046,David Sobel Syracuse University,4/21/2017 15:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-7fe13f36-00006424demobedework%40mysite.edu,2016-12-14 10:05:33.769836
1047,Psychology & Neuroscience 2016-2017 Colloquium Series,4/21/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-568e4c6c-0156-94e09091-00005017demobedework%40mysite.edu,2016-12-14 10:05:33.769852
1048,Douglas G. Hill Memorial LectureTBA,4/21/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-43ca20a6-00001ce3demobedework%40mysite.edu,2016-12-14 10:05:33.769893
1049,Catholic Mass - Goodson Chapel,4/23/2017 9:30,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4238344e-00006c2cdemobedework%40mysite.edu_20170423T133000Z,2016-12-14 10:05:33.769901
1050, Wee Praise (Westbrook Building),4/23/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170423T134500Z,2016-12-14 10:05:33.769907
1051, Godly Play (Langford Building),4/23/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170423T134500Z,2016-12-14 10:05:33.769912
1052, Youth Sunday School (Westbrook Building),4/23/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170423T134500Z,2016-12-14 10:05:33.769928
1053, Adult Forum (Westbrook Building),4/23/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170423T134500Z,2016-12-14 10:05:33.769934
1054,Catholic Mass - Goodson Chapel,4/23/2017 11:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170423T150000Z,2016-12-14 10:05:33.769939
1055,University Worship,4/23/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170423T150000Z,2016-12-14 10:05:33.769945
1056,Choral Evensong,4/23/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170423T200000Z,2016-12-14 10:05:33.769951
1057,Miracles: Music for Easter,4/23/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5640b640-0156-473712ce-000052b5demobedework%40mysite.edu,2016-12-14 10:05:33.769956
1058,Youth Fellowship,4/23/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-c334f3a4-000058e4demobedework%40mysite.edu_20170423T210000Z,2016-12-14 10:05:33.769962
1059,Catholic Mass - Duke Chapel,4/23/2017 21:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dd94d9f5-000004bfdemobedework%40mysite.edu_20170424T010000Z,2016-12-14 10:05:33.769967
1060,Catholic Daily Mass - Monday,4/24/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42427831-00007541demobedework%40mysite.edu_20170424T160000Z,2016-12-14 10:05:33.769973
1061,Pinnell Center Works In Progress Meeting,4/25/2017 11:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-55e4695f-0155-e970f544-000076eademobedework%40mysite.edu_20170425T153000Z,2016-12-14 10:05:33.769979
1062,Immunology Seminar Series,4/25/2017 11:30,Jones 143,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57e1de10-0157-fc393074-000066f1demobedework%40mysite.edu,2016-12-14 10:05:33.769985
1063,Ruth K Broad Seminar,4/25/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56c798e9-0156-d6642f39-00002e9ddemobedework%40mysite.edu,2016-12-14 10:05:33.769990
1064,TBD,4/25/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-578ba174-0157-8c13766d-00000ebfdemobedework%40mysite.edu,2016-12-14 10:05:33.769996
1065,Catholic Daily Mass - Tuesday Evenings,4/25/2017 17:45,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4244a4ea-00007764demobedework%40mysite.edu_20170425T214500Z,2016-12-14 10:05:33.770001
1066,Women's Forum in D.C.,4/25/2017 18:00,TBD,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-584ad555-0158-54fd1940-00004fc5demobedework%40mysite.edu,2016-12-14 10:05:33.770012
1067,Tuesday Night Dinner,4/25/2017 18:30,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4239ceef-00006d6ddemobedework%40mysite.edu_20170425T223000Z,2016-12-14 10:05:33.770018
1068,Undergraduate Classes End,4/26/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eed3f235-000011bfdemobedework%40mysite.edu,2016-12-14 10:05:33.770024
1069,Duke Toastmasters Meeting,4/26/2017 7:00,Duke Credit Union 2200 W. Main Street,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57832023-0157-8a6e43ab-0000637ddemobedework%40mysite.edu_20170426T110000Z,2016-12-14 10:05:33.770029
1070,Finance Seminar Series | Pavel Zryumov The University of Pennsylvania,4/26/2017 10:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-1faa9c1f-0000624edemobedework%40mysite.edu_20170426T143000Z,2016-12-14 10:05:33.770036
1072,Midweek Prayer,4/26/2017 11:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-b2677305-00004ac4demobedework%40mysite.edu_20170426T153000Z,2016-12-14 10:05:33.770047
1073,Catholic Daily Mass - Wednesday,4/26/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42459dca-0000784fdemobedework%40mysite.edu_20170426T160000Z,2016-12-14 10:05:33.770053
1074,Catholic Eucharistic Adoration - Goodson Chapel,4/26/2017 20:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170427T000000Z,2016-12-14 10:05:33.770059
1075,Catholic Reconciliation Service - Goodson Chapel,4/26/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170427T010000Z,2016-12-14 10:05:33.770066
1076,Undergraduate Reading Period,4/27/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eed53966-0000126ademobedework%40mysite.edu,2016-12-14 10:05:33.770072
1077,Catholic Daily Mass - Thursday YOH Football Center,4/27/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170427T153000Z,2016-12-14 10:05:33.770078
1078,Thursday Seminar Series,4/27/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7edc3df0-00000fe4demobedework%40mysite.edu,2016-12-14 10:05:33.770084
1079,Seminars in Women's Cancer,4/27/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-54abcba6-0154-ba885691-00001811demobedework%40mysite.edu_20170427T160000Z,2016-12-14 10:05:33.770089
1080,Center for Cognitive Neuroscience Colloquium Talk,4/28/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-562ce2be-0156-2d0b921a-00000a16demobedework%40mysite.edu,2016-12-14 10:05:33.770095
1081,Using cryo-EM to study molecular motions at a range of scales,4/28/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58b97e66-0158-bb6e55ea-00003e0fdemobedework%40mysite.edu,2016-12-14 10:05:33.770101
1082,Jummah,4/28/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170428T164500Z,2016-12-14 10:05:33.770106
1083,P&N and CNAP First Year Festival,4/28/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-584ad555-0158-4fa00ad5-000056fademobedework%40mysite.edu,2016-12-14 10:05:33.770112
1084,Richard Goode Piano,4/28/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-740f2662-00002635demobedework%40mysite.edu,2016-12-14 10:05:33.770118
1085,Catholic Mass - Goodson Chapel,4/30/2017 9:30,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4238344e-00006c2cdemobedework%40mysite.edu_20170430T133000Z,2016-12-14 10:05:33.770123
1086, Wee Praise (Westbrook Building),4/30/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170430T134500Z,2016-12-14 10:05:33.770132
1087, Godly Play (Langford Building),4/30/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170430T134500Z,2016-12-14 10:05:33.770138
1088, Youth Sunday School (Westbrook Building),4/30/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170430T134500Z,2016-12-14 10:05:33.770144
1089, Adult Forum (Westbrook Building),4/30/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170430T134500Z,2016-12-14 10:05:33.770150
1090,Catholic Mass - Goodson Chapel,4/30/2017 11:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170430T150000Z,2016-12-14 10:05:33.770156
1091,University Worship,4/30/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170430T150000Z,2016-12-14 10:05:33.770161
1092,Berlioz: Te Deum & Poulenc: Gloria,4/30/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-56da0b5b-00007d64demobedework%40mysite.edu,2016-12-14 10:05:33.770167
1093,Choral Evensong,4/30/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170430T200000Z,2016-12-14 10:05:33.770172
1094,Youth Fellowship,4/30/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-c334f3a4-000058e4demobedework%40mysite.edu_20170430T210000Z,2016-12-14 10:05:33.770177
1095,Christian McBride Trio,4/30/2017 19:00,21c Museum Hotel Durham                  -,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-7410657d-00002636demobedework%40mysite.edu,2016-12-14 10:05:33.770183
1096,Christian McBride Trio,4/30/2017 19:30,21c Museum Hotel Durham                  -,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-7411703d-00002637demobedework%40mysite.edu,2016-12-14 10:05:33.770189
1097,Catholic Mass - Duke Chapel,4/30/2017 21:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dd94d9f5-000004bfdemobedework%40mysite.edu_20170501T010000Z,2016-12-14 10:05:33.770195
1098,Final Examinations Begin,5/01/2017 9:00,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eed68194-000013c8demobedework%40mysite.edu,2016-12-14 10:05:33.770201
1099,Catholic Daily Mass - Monday,5/01/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42427831-00007541demobedework%40mysite.edu_20170501T160000Z,2016-12-14 10:05:33.770206
1100,Nasher Study Hall,5/01/2017 00:01,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-3f883432-00002d72demobedework%40mysite.edu,2016-12-14 10:05:33.770212
1101,Immunology Seminar Series,5/02/2017 11:30,Jones 143,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57e1de10-0157-fc3a8a21-00006796demobedework%40mysite.edu,2016-12-14 10:05:33.770217
1102,Neurobiology Invited Seminar,5/02/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56c798e9-0156-d67cec64-000033f3demobedework%40mysite.edu,2016-12-14 10:05:33.770223
